30,90
21,1
30,43
9,77
18,98
13,71
20,33
28,70
15,15
16,30
13,29
26,46
9,55
19,72
0,56
0,64
14,92
6,40
3,73
6,62
3,6
12,52
2,46
31,37
7,38
5,67
12,54
31,25
31,10
26,5
19,6
16,5
6,72
11,80
16,25
19,90
5,51
19,40
28,69
4,20
31,54
1,51
31,67
28,16
21,94
4,39
20,94
10,18
25,66
27,1
25,97
31,14
29,71
4,9
23,49
7,65
24,19
14,1
26,6
1,90
19,54
30,14
10,91
19,10
24,13
10,7
11,47
4,79
0,43
22,83
9,7
25,56
4,19
28,14
1,16
24,71
25,7
1,27
6,48
17,17
18,64
4,35
28,40
15,29
3,35
7,6
8,64
25,83
23,57
18,56
31,0
10,18
14,9
17,17
6,12
17,25
26,35
31,44
30,86
30,61
9,80
8,64
6,84
15,33
27,24
9,21
30,24
26,21
16,56
25,94
20,79
20,64
14,87
10,37
30,83
27,25
24,88
6,84
6,20
30,16
17,43
3,68
14,58
27,60
9,69
29,94
4,56
2,63
21,72
7,6
15,56
5,96
20,46
29,67
13,8
20,42
24,75
15,4
2,18
3,72
15,68
12,60
18,44
14,21
5,54
1,74
26,72
11,25
3,44
4,17
24,49
24,92
31,12
16,16
12,44
14,10
0,33
9,84
7,14
14,33
27,58
26,5
11,19
2,19
10,19
11,44
6,38
18,86
30,75
4,14
26,10
19,22
0,49
1,26
2,91
13,78
24,39
31,49
30,65
20,61
10,6
7,53
4,74
10,92
30,30
2,34
5,20
2,61
25,38
14,56
14,92
7,95
28,24
1,70
27,65
12,40
5,39
16,74
12,94
19,64
24,98
31,63
14,21
31,25
23,94
6,45
29,28
5,94
8,65
26,60
18,82
28,69
11,59
27,28
18,57
7,69
1,43
13,35
16,48
27,91
23,28
9,11
22,72
20,36
19,6
19,35
24,83
12,56
5,7
23,58
28,93
7,96
31,14
19,25
21,71
4,54
30,41
6,70
31,28
8,65
4,88
24,13
22,10
28,34
9,43
5,16
30,73
31,31
13,9
20,62
22,43
7,87
16,59
22,97
1,31
5,73
18,4
23,75
27,39
17,6
24,59
12,5
12,88
16,92
1,12
12,62
11,77
2,15
30,31
23,32
27,27
25,20
17,70
9,75
3,66
26,19
25,89
7,46
1,23
21,20
20,86
8,20
4,41
6,75
0,54
15,34
31,27
5,65
25,53
8,83
13,20
14,28
13,78
16,20
31,71
27,6
31,8
20,26
9,19
2,58
4,90
22,6
17,25
1,29
27,5
15,45
4,8
2,91
17,76
19,37
15,65
5,59
18,56
5,71
0,61
2,23
16,14
2,90
22,49
9,59
28,53
19,1
29,84
29,30
2,22
20,0
23,87
20,21
22,69
26,45
17,34
28,73
1,50
13,21
7,92
19,98
19,6
18,75
30,7
16,4
20,85
11,34
6,63
10,8
9,89
19,85
30,3
30,37
14,25
31,58
20,48
16,1
29,88
20,38
13,4
13,24
14,48
28,10
7,30
7,10
31,44
14,62
12,18
15,94
26,39
15,44
6,63
25,22
23,1
27,2
27,85
20,80
14,59
27,71
20,5
3,18
13,32
4,54
8,4
27,44
13,32
23,84
1,75
27,28
22,33
2,96
27,34
14,26
28,57
11,92
4,4
28,42
11,29
12,31
10,87
30,24
10,26
16,6
10,67
23,23
27,21
15,0
15,46
7,65
28,76
12,7
23,16
31,18
16,51
6,91
25,18
9,50
26,54
1,12
9,21
9,6
18,7
30,44
2,95
0,75
6,10
19,98
17,54
26,4
25,6
29,57
30,80
16,34
26,16
22,71
29,17
11,53
0,12
19,55
11,52
22,21
31,63
1,56
30,48
3,66
20,3
9,60
7,46
25,36
11,49
19,84
0,31
5,25
25,64
7,99
22,49
1,46
31,43
26,87
11,95
23,78
15,50
7,85
29,58
15,84
24,3
5,58
15,29
22,45
24,83
31,35
30,71
20,42
10,18
15,27
31,50
0,7
25,50
21,29
16,92
7,1
25,39
28,74
3,73
19,27
23,15
15,68
7,57
28,71
10,0
28,68
7,78
26,0
6,5
24,48
3,60
22,8
23,18
15,15
6,97
18,40
6,27
8,63
1,12
20,55
15,77
5,27
19,94
0,16
3,31
22,7
5,26
11,95
3,24
21,73
3,16
21,79
0,18
28,22
25,55
19,23
24,19
15,81
15,94
1,36
25,70
1,48
30,19
3,11
31,75
6,99
19,32
1,51
23,19
30,72
19,63
4,18
18,73
26,56
3,42
10,81
2,39
31,4
22,6
22,70
28,45
17,61
1,66
3,63
1,90
4,73
3,52
12,94
27,52
30,77
9,16
23,22
25,24
1,80
2,91
30,12
18,98
5,42
1,58
5,56
8,24
30,32
21,23
20,39
13,53
5,52
20,22
19,21
2,96
30,2
31,24
26,98
21,58
4,68
26,33
3,95
30,39
20,86
14,31
31,90
19,42
13,47
25,52
15,21
16,62
1,16
20,70
22,25
25,78
15,38
8,35
11,78
2,52
12,51
9,51
4,99
5,40
7,56
15,97
6,44
28,16
21,28
22,55
24,76
3,2
15,2
31,45
2,67
1,63
1,16
12,4
0,59
8,40
19,7
5,0
7,20
0,60
24,12
19,82
12,95
14,16
5,43
10,34
1,73
9,15
2,8
11,93
30,33
5,4
29,39
26,39
22,0
16,72
20,71
5,34
18,99
18,97
4,32
3,28
19,45
26,53
28,21
23,1
2,10
30,32
18,30
0,20
3,70
23,43
8,43
31,9
28,11
31,42
28,16
6,47
29,66
8,94
24,12
15,57
14,62
31,97
23,28
22,55
26,51
6,80
12,59
28,1
31,85
10,44
23,6
13,88
5,26
10,48
22,44
26,71
7,92
11,72
6,88
27,42
20,27
22,57
19,52
30,5
10,76
6,94
7,59
24,6
9,12
5,88
11,17
20,8
19,26
28,98
7,59
16,84
16,35
29,87
18,73
21,66
20,90
8,49
24,37
23,87
21,4
7,36
20,71
22,48
11,0
26,63
16,71
22,77
28,53
26,24
12,67
31,2
23,0
5,10
18,2
31,53
12,13
5,87
13,48
22,23
5,59
18,9
30,39
2,5
4,87
31,37
12,86
20,53
3,97
30,44
2,27
23,4
12,44
2,99
26,0
23,98
1,21
6,18
31,95
29,9
29,16
30,53
27,16
5,18
10,30
24,50
26,27
4,28
25,80
2,8
29,94
7,38
15,28
31,37
27,30
2,80
0,54
11,98
10,99
9,67
7,39
15,18
1,28
18,82
22,25
5,96
27,64
4,57
23,29
24,79
31,52
23,13
15,59
7,40
14,57
0,72
21,83
24,22
4,62
30,79
12,98
14,86
6,3
3,27
0,29
24,20
26,23
22,91
22,11
1,42
6,34
23,64
18,48
15,75
22,89
5,95
17,77
20,98
14,18
11,1
12,33
7,44
25,29
1,49
22,72
0,31
17,45
22,72
25,65
5,32
0,76
8,66
29,15
8,68
23,60
0,69
18,25
19,45
4,9
17,8
22,15
31,85
6,83
24,2
22,58
6,6
1,85
9,91
11,3
20,90
25,60
8,91
27,74
19,45
29,80
25,21
31,91
8,16
5,29
7,80
3,10
20,23
18,23
20,71
3,28
10,40
22,84
14,76
19,43
22,52
16,37
23,94
12,98
7,91
0,70
14,44
12,56
21,75
11,34
15,60
29,71
13,20
9,75
5,62
3,7
14,96
11,70
22,56
9,11
7,19
27,61
9,94
19,48
3,54
9,74
16,50
17,99
3,86
14,40
8,80
15,33
15,41
21,85
24,41
19,8
2,74
4,79
9,97
25,47
5,72
0,62
11,53
30,70
2,39
23,76
15,83
22,57
20,68
30,18
7,73
27,13
18,25
24,99
23,69
17,17
6,68
21,40
24,14
24,51
17,33
18,76
25,87
22,50
26,65
3,57
7,46
9,26
5,0
21,40
24,16
19,39
7,50
25,84
23,0
11,79
22,78
25,58
7,26
17,81
22,16
19,5
27,57
12,90
10,80
23,12
9,51
23,9
18,70
19,62
12,0
16,81
9,34
0,64
23,89
8,51
10,86
18,57
14,13
10,11
0,14
15,34
