20,46
13,40
8,72
16,29
31,86
4,53
33,68
26,30
4,26
28,42
6,8
19,20
26,91
32,77
34,15
37,43
7,20
14,2
32,4
36,63
32,58
12,22
17,77
23,21
36,52
33,52
19,80
8,28
0,51
38,0
8,57
16,36
5,28
26,28
24,67
21,54
12,67
11,13
6,44
3,43
1,49
20,35
15,80
33,62
2,44
33,61
26,51
36,63
2,61
14,46
15,9
5,64
33,57
12,62
34,62
21,91
34,37
17,70
0,91
30,87
8,27
21,26
29,34
13,40
20,28
13,74
10,82
19,21
18,35
6,97
9,26
19,2
8,6
11,64
2,63
27,73
33,34
38,34
25,96
35,1
0,19
23,77
28,54
9,61
13,7
0,40
20,29
34,82
20,66
34,90
5,22
6,77
9,5
8,81
14,25
25,20
18,78
6,7
14,95
16,52
29,20
7,11
39,79
1,16
2,82
4,25
36,37
35,84
19,95
37,86
9,97
22,24
18,1
32,13
37,38
37,28
35,23
29,63
9,25
6,66
22,29
18,85
3,35
4,20
4,60
8,54
29,71
32,98
14,28
18,84
22,43
17,1
32,24
7,79
22,73
10,62
24,67
11,45
4,10
15,35
37,55
32,76
25,52
28,7
9,24
8,62
0,82
34,91
7,68
11,43
34,98
36,91
26,19
17,66
10,54
9,41
39,4
25,46
23,32
27,16
33,19
23,40
12,27
8,19
35,79
5,61
17,66
2,6
1,80
12,97
7,70
35,90
19,22
16,26
8,19
12,82
0,4
21,42
12,21
36,4
29,31
28,21
8,90
27,28
35,81
25,35
15,7
21,18
34,65
38,1
9,75
29,90
13,98
6,61
13,83
22,83
24,41
16,99
18,39
29,68
35,5
31,56
34,40
13,93
10,2
23,93
25,83
2,93
25,19
1,65
39,9
32,80
11,78
23,57
19,89
37,63
8,85
32,77
6,39
36,7
8,58
28,92
17,30
8,98
0,34
1,61
17,10
19,4
23,79
20,78
9,51
17,49
16,4
13,14
13,42
26,26
14,40
25,43
24,75
4,54
17,89
24,69
30,43
30,39
38,23
17,22
3,53
13,98
29,18
22,34
19,45
28,82
36,61
28,12
34,32
18,6
25,74
30,12
5,50
13,43
18,67
26,0
28,35
7,52
18,1
20,74
18,91
34,57
14,79
18,6
1,2
31,45
31,60
15,33
20,12
3,32
20,74
23,26
3,6
27,48
17,99
5,10
20,98
19,76
36,78
7,60
4,86
34,89
34,61
1,30
32,56
14,26
11,42
2,34
16,86
19,45
9,15
28,30
16,8
36,63
36,72
32,12
18,26
19,32
16,95
36,42
5,65
15,51
29,84
17,62
36,26
35,16
35,43
27,42
9,13
4,20
16,64
10,48
30,49
24,34
12,62
15,4
11,29
5,19
26,17
2,6
35,63
27,72
4,40
22,99
6,53
10,31
31,94
35,51
9,3
5,70
25,46
39,68
27,85
7,49
2,26
2,3
20,55
36,9
34,79
12,81
5,96
34,70
14,20
17,23
1,8
38,60
8,91
10,67
35,4
8,95
39,92
27,54
4,72
18,97
1,81
22,3
37,98
29,99
32,13
12,20
2,15
3,58
14,84
33,51
8,95
38,72
3,92
33,65
17,6
18,55
13,31
24,77
0,58
30,48
13,60
35,30
18,50
30,7
16,86
24,21
36,76
3,87
39,0
19,4
18,67
25,19
4,3
13,53
18,66
9,26
15,25
22,18
17,56
16,59
9,97
13,33
29,73
12,74
32,30
17,24
22,26
16,15
18,68
24,53
0,41
21,15
35,16
23,96
27,40
37,93
11,29
32,72
14,86
16,87
1,83
24,40
21,31
3,10
15,33
8,4
20,19
3,42
14,3
17,56
21,42
13,74
11,59
30,81
16,37
1,43
20,39
34,62
24,30
10,93
7,27
12,92
6,79
37,55
21,23
5,1
34,6
23,55
0,38
29,44
1,46
22,60
32,29
4,58
22,54
37,77
10,87
0,5
9,51
38,7
23,73
29,23
18,77
6,24
28,88
39,73
16,11
3,96
6,86
28,3
3,96
36,87
6,99
2,34
19,27
33,32
0,87
29,23
35,97
35,91
5,58
10,18
20,21
27,42
1,52
20,15
33,95
32,6
26,82
31,53
32,61
19,42
3,46
2,18
20,21
35,35
39,63
31,72
30,10
37,77
23,54
10,97
16,86
10,71
7,71
0,23
21,68
4,45
32,37
23,21
4,27
11,64
6,30
25,13
13,27
25,80
13,67
32,46
7,36
16,8
