16,40
7,2
12,43
14,17
19,18
14,28
12,35
4,2
16,37
15,28
1,16
18,12
4,18
12,22
7,20
15,40
17,11
7,28
10,1
16,20
7,43
17,2
17,4
8,26
14,23
2,0
18,47
14,11
18,35
5,13
16,9
4,27
15,23
17,0
13,37
0,7
4,45
7,42
17,9
0,32
11,16
5,24
9,16
8,18
19,36
12,23
8,42
12,0
16,4
6,4
0,7
6,16
19,7
2,36
12,16
13,0
18,29
17,45
16,26
6,39
4,24
1,40
7,32
5,13
18,31
13,25
7,18
6,21
1,35
4,1
3,22
17,12
4,9
17,6
13,46
3,26
18,14
10,32
15,30
0,25
1,16
15,16
10,31
2,20
18,23
4,6
8,5
15,27
19,45
9,37
13,27
10,1
2,8
13,36
5,10
19,43
11,26
6,32
10,9
16,12
5,24
11,16
8,15
15,31
17,43
7,46
15,18
18,29
2,39
1,32
7,38
17,44
2,1
9,5
12,13
10,47
17,44
12,7
16,34
2,31
17,29
19,28
14,14
17,24
4,6
6,30
2,29
6,46
12,9
3,41
2,7
14,23
6,44
17,17
7,8
3,7
6,11
19,18
9,2
18,30
16,16
10,19
12,28
1,7
3,11
10,26
6,9
9,0
2,14
11,30
5,34
14,31
10,12
7,34
9,47
4,47
19,47
5,0
12,0
17,38
9,31
11,49
9,17
2,22
0,23
18,22
19,27
5,20
17,1
17,43
7,30
18,21
17,12
5,49
5,6
3,18
15,47
7,19
3,33
17,6
1,9
15,0
16,26
19,21
11,27
18,46
10,22
3,10
4,42
6,29
17,17
17,11
5,41
2,42
15,44
9,23
15,23
2,2
13,29
15,45
14,17
5,4
17,31
5,32
0,21
2,29
2,7
10,28
8,39
18,11
1,42
18,2
10,32
13,29
4,44
16,14
1,3
6,8
5,32
5,13
2,49
16,12
10,17
12,26
12,32
9,1
13,25
8,6
3,20
4,29
1,28
14,46
1,5
16,19
11,45
0,5
8,17
17,12
15,27
13,44
17,3
14,25
12,34
4,2
18,16
10,25
3,16
11,27
10,15
17,48
18,12
18,8
2,9
5,37
15,7
16,43
2,13
13,38
1,38
12,1
6,22
3,1
12,9
1,27
7,5
14,17
18,3
4,7
12,1
13,25
7,3
12,12
16,2
0,39
10,8
12,29
10,37
19,22
9,26
0,33
5,9
7,7
2,49
18,28
0,41
6,38
5,29
3,2
18,33
0,28
16,16
6,35
3,0
5,0
19,32
9,29
6,11
8,23
2,37
0,1
13,15
17,14
9,32
1,33
15,44
16,5
16,7
0,0
14,7
15,14
13,6
8,14
5,14
6,41
6,2
10,37
7,31
5,11
12,20
1,21
4,13
4,40
19,36
5,5
13,25
2,34
4,40
0,27
19,11
17,15
3,22
14,48
10,2
19,46
10,16
19,35
18,24
14,16
15,20
13,40
1,13
4,1
0,24
5,3
1,41
13,30
6,39
6,21
14,31
3,31
2,2
11,30
10,44
2,40
10,36
15,24
6,28
8,7
16,44
10,13
3,46
8,14
12,47
14,41
14,35
3,7
17,39
3,18
10,13
14,39
6,25
17,47
7,37
3,10
2,25
12,49
3,26
2,37
8,45
11,15
11,35
14,48
12,8
5,29
7,49
7,35
3,22
14,12
19,47
5,22
15,5
8,18
9,28
4,4
7,18
1,23
4,34
19,47
2,27
13,39
0,21
9,27
9,38
15,17
11,7
5,47
14,44
18,40
9,49
10,0
5,41
11,49
1,42
0,3
10,21
13,22
12,25
0,18
17,37
4,17
10,11
19,35
5,37
14,2
1,22
12,44
18,22
15,19
5,4
14,1
19,28
6,31
17,25
14,25
16,0
18,32
9,9
5,13
16,26
9,6
0,46
4,17
11,11
10,46
19,22
6,0
5,42
6,25
10,39
16,17
15,10
3,27
1,20
18,11
12,5
10,40
14,48
13,12
13,41
15,11
15,42
10,11
7,11
3,34
5,38
9,13
19,5
8,3
17,14
4,22
9,8
8,45
13,15
18,48
14,30
8,23
18,47
13,35
14,48
11,13
19,47
6,41
1,22
14,41
12,44
19,37
12,18
1,26
18,21
14,25
5,28
19,22
2,36
2,33
3,10
17,36
11,31
8,22
6,49
15,29
3,38
16,21
17,6
14,11
6,43
0,48
18,23
7,1
4,26
9,24
6,25
3,15
1,8
19,20
19,3
5,32
0,4
5,28
12,10
2,9
6,35
15,34
9,40
15,40
19,31
10,46
2,43
12,25
14,22
5,22
17,9
15,0
15,40
1,18
15,6
19,16
18,23
12,19
3,45
10,18
1,20
5,27
5,43
12,33
2,35
8,3
14,31
12,32
12,46
8,2
13,9
10,21
3,48
14,12
3,11
16,37
6,16
2,42
1,28
10,8
16,24
5,3
9,16
14,8
12,22
0,9
17,49
15,31
15,18
1,13
13,41
19,11
16,13
10,34
19,20
1,43
9,12
7,5
5,49
15,37
9,49
13,29
8,10
10,44
5,29
5,48
7,38
0,16
1,43
8,15
8,18
9,47
6,42
0,38
18,35
4,8
6,23
6,49
13,36
12,39
11,46
0,41
0,45
0,29
16,46
1,33
1,2
8,28
10,28
9,2
18,30
4,43
17,45
19,4
15,5
0,7
6,28
18,36
11,3
16,14
4,10
13,18
4,49
15,20
9,40
16,23
15,23
5,39
9,7
19,46
14,18
17,15
0,5
7,39
10,35
8,33
11,17
1,11
7,33
15,36
16,1
18,24
17,15
13,47
14,43
13,41
15,46
8,5
11,29
17,14
13,28
19,3
8,30
10,4
14,48
11,4
8,21
3,33
6,46
2,2
6,16
6,35
4,29
13,16
10,49
12,23
16,5
8,32
10,14
12,7
18,12
7,27
12,17
14,36
19,12
0,37
8,14
1,28
1,8
1,23
1,39
0,37
2,27
16,30
9,32
11,43
4,13
9,24
17,38
12,33
7,36
4,36
14,48
19,26
3,5
7,4
8,37
5,41
1,11
9,48
5,32
13,19
7,27
7,13
14,31
2,48
4,40
16,27
11,22
1,34
10,26
14,45
16,14
6,38
10,27
2,11
8,1
1,12
19,1
9,29
5,11
12,40
16,34
8,8
11,18
0,8
2,43
0,21
0,31
13,15
12,15
6,23
5,3
14,40
13,13
5,25
17,35
5,45
1,2
4,19
0,34
10,25
10,6
8,34
18,41
17,24
15,4
16,36
15,24
8,5
9,32
8,7
13,10
3,12
1,33
1,19
11,17
1,33
13,45
8,9
13,15
19,14
0,23
18,35
12,9
17,12
8,27
11,3
5,28
14,27
3,48
10,14
5,26
16,16
13,9
17,42
0,0
3,18
0,15
18,3
2,41
2,22
19,28
13,12
4,29
6,36
1,26
7,39
13,29
12,17
9,19
19,25
0,9
3,4
3,25
12,30
8,5
15,17
0,40
8,7
1,27
1,32
7,41
15,18
18,24
15,11
5,46
0,48
6,2
9,10
13,17
7,25
1,2
3,48
6,21
1,23
7,0
13,6
1,38
18,4
10,19
11,18
5,44
14,29
10,15
4,8
0,8
12,38
5,9
17,20
4,49
2,31
0,25
16,2
17,36
16,44
15,15
13,41
19,3
6,2
4,2
13,49
4,1
10,9
15,40
6,3
12,17
19,29
12,36
11,24
10,24
16,12
9,46
8,22
6,9
6,10
1,3
3,3
2,23
8,27
19,5
13,6
7,44
3,41
8,24
16,46
8,2
6,8
14,36
7,11
17,19
6,46
5,25
14,37
11,34
15,15
15,39
14,48
11,38
2,25
14,3
9,7
13,0
10,46
9,35
6,15
11,10
15,48
8,48
11,12
10,41
10,37
11,11
17,13
19,40
0,48
4,34
2,5
8,5
5,41
1,46
1,32
4,8
15,40
10,24
17,46
3,8
8,4
10,12
4,1
15,5
16,9
11,2
7,16
13,14
17,6
13,26
6,49
11,14
19,46
0,32
14,24
1,32
14,11
3,43
11,30
18,22
13,48
2,3
16,35
7,1
16,26
18,18
15,42
12,32
18,40
4,17
0,46
0,10
6,30
13,38
18,36
1,31
10,7
10,3
16,30
5,0
15,48
7,38
14,7
7,10
1,46
4,22
2,47
3,0
11,6
4,47
19,8
2,29
16,4
0,12
6,21
17,17
11,6
11,27
11,34
8,22
1,20
13,45
3,34
14,20
8,33
7,2
3,25
19,25
10,17
19,49
17,42
5,49
13,5
0,48
12,21
6,47
3,28
12,17
7,27
19,6
17,38
15,44
1,18
6,2
1,49
14,32
19,44
3,19
10,41
17,27
9,11
1,39
2,0
18,48
18,29
12,21
4,0
17,23
19,44
17,8
3,41
14,44
1,41
1,40
6,20
7,49
4,6
6,39
13,48
19,2
1,44
1,41
1,16
9,23
8,17
11,12
11,12
8,49
6,40
7,23
11,9
10,10
19,18
18,25
17,19
10,11
0,45
7,16
5,12
3,41
11,25
10,14
7,37
10,15
15,30
11,40
8,10
18,46
19,20
17,23
14,12
5,21
11,19
7,36
8,14
17,15
2,19
17,24
5,28
11,36
4,49
8,47
4,23
16,46
13,43
4,12
11,5
12,31
7,17
4,40
19,8
2,35
5,8
17,44
2,30
13,18
10,39
8,48
1,1
9,49
11,26
16,43
8,18
6,4
13,0
16,40
19,40
0,27
11,36
0,46
4,20
9,28
0,32
5,3
3,33
11,49
6,7
8,3
13,27
17,3
6,18
12,21
18,14
